,intensity,length_ms,zero_crossings_sum
916,-48.37079844,3770,12901
917,-51.22414851,3337,10211
918,-42.711565025,3804,14208
919,-34.19898154,4538,13733
920,-44.93005252,5072,12373
921,-55.6611235,4771,13007
922,-25.68470574,4071,17488
923,-29.86043128,3604,17287
924,-34.15185432,4738,15267
925,-38.44327736,3704,12017
926,-38.5923022675,4638,13453
927,-38.741327175,4004,16055
928,-38.8903520825,3537,18203
929,-39.03937699,3670,13531
930,-39.23133817,3570,11323
931,-26.17248118,4671,16461
932,-29.31932149,4037,15109
933,-32.466161799999995,3804,11498
934,-35.61300211,3871,13056
935,-29.78650836,3904,14406
936,-30.535246123333334,4638,14051
937,-31.283983886666665,3437,12121
938,-32.03272165,3570,14005
939,-40.31525705,3504,15907
940,-28.48269551,4137,20122
941,-25.9089052,4605,13182
942,-23.33511489,4037,13976
943,-33.790096219999995,4504,20357
944,-44.24507755,3470,14999
945,-42.56120217,3837,10577
946,-45.01264224,3403,10305
947,-35.4388034,5138,17303
948,-38.50686031,6106,15004
949,-41.57491722,3570,11763
950,-44.64297413,3737,9557
951,-39.9387199,4238,14526
952,-45.59842976,3737,10293
953,-41.41194881,4872,12961
954,-37.22546786,5606,12835
955,-33.90496951,4838,12720
956,-38.7821717,4738,13552
957,-34.79738198,4137,13435
958,-30.81259226,3737,13255
959,-26.82780254,3504,18139
960,-30.89276648,4204,8610
961,-36.32959861,4171,19269
962,-44.28839879,4638,15833
963,-32.35645687,4771,14965
964,-39.485813475,4204,10593
965,-46.61517008,3604,11921
966,-36.1405807,5506,13201
967,-35.216651435,3904,15176
968,-34.292722170000005,4104,15907
969,-33.368792905,4872,16613
970,-32.44486364,5138,17094
971,-36.06458853666667,3737,13567
972,-39.68431343333333,4504,12505
973,-43.30403833,3937,12453
974,-37.68012332,3871,12421
975,-37.506453832,4504,12316
976,-37.332784344,3570,9519
977,-37.159114856,3604,5531
978,-36.985445368,4771,13409
979,-36.81177588,4404,14181
980,-47.96357279,4238,8968
981,-41.09104184,3437,9793
982,-32.56791114,4104,10623
983,-37.34179848,4538,10563
984,-41.58574576,4238,10009
985,-36.66609717,5172,12622
986,-35.10054903,4471,12509
987,-34.25352419,3670,7217
988,-34.84315062666667,4104,19075
989,-35.43277706333333,3770,13988
990,-36.0224035,4171,11605
991,-34.840611975,4771,11489
992,-33.65882045,5038,10353
993,-32.94787146,5172,13571
994,-43.8646128,3570,9576
995,-42.41996508,3504,11337
996,-41.35708944333333,3570,12205
997,-40.29421380666667,3770,19556
998,-30.00180359,4571,14759
999,-36.6918714,4304,12495
1000,-43.38193921,3403,12380
1001,-40.11546493666667,3136,8074
1002,-36.84899066333333,4271,13250
1003,-33.58251639,4371,14577
1004,-33.30833355,3537,11771
1005,-28.261820585,3570,11553
1006,-23.21530762,3337,13555
1007,-34.602402,4504,12005
1008,-49.72132315,3437,10239
1009,-39.565845465,3337,7091
1010,-29.41036778,4705,12737
1011,-35.529990330000004,3337,7577
1012,-41.64961288,3136,7621
1013,-38.11712361333333,3470,9978
1014,-34.58463434666667,3303,7529
1015,-31.05214508,4538,11864
1016,-24.44616903,3670,7298
1017,-19.61325153,4504,21405
1018,-26.79876243,3303,11347
1019,-25.30547974,3804,19175
1020,-32.21468779,4037,9238
1021,-35.53338753,3570,8315
1022,-51.41934526,4104,11199
1023,-48.58180209,3036,7869
1024,-48.18334739,4371,12309
1025,-47.78489269,4304,10646
1026,-47.38643799,3904,13771
1027,-50.22257122,3170,7706
1028,-49.65201297,3170,9737
1029,-49.08145472,3737,9746
1030,-48.51089647,4738,7835
1031,-24.94212042,5072,12374
1032,-43.30403833,3270,5481
1033,-43.53986883,3737,13584
1034,-41.00134167,3704,11126
1035,-40.736227490000005,3470,6741
1036,-40.47111331,4071,17501
1037,-40.20599913,3370,9719
1038,-27.19013834,4538,13950
1039,-33.55128858,3604,10430
1040,-39.91243882,3670,10405
1041,-36.15759518,3570,11988
1042,-31.23380486,4204,10851
1043,-28.96014184,4838,10882
1044,-37.24474842,3437,8929
1045,-36.0224035,3937,13359
1046,-40.68014613,3303,6698
1047,-38.927810433333335,3337,6608
1048,-37.175474736666665,3604,10687
1049,-35.42313904,5138,10391
1050,-49.481145,4137,9352
1051,-58.94496422,4104,12245
1052,-50.39629481,3136,7987
1053,-47.008109245,4304,12811
1054,-43.61992368,5072,11451
1055,-48.391136225,4605,11933
1056,-53.16234877,3837,8905
1057,-16.49621846,4438,27335
1058,-26.11907076,3370,9827
1059,-35.74192306,4338,7925
1060,-32.85422215,3670,11622
1061,-34.02286187,3604,11579
1062,-35.19150159,4338,11400
1063,-32.728557280000004,3604,13740
1064,-30.26561297,3971,20066
1065,-27.80266866,3470,8142
1066,-40.97164629,5405,11319
1067,-26.86277933,4571,12863
1068,-35.04043883,3237,12436
1069,-38.59978411,3971,12447
1070,-49.481145,3337,9418
1071,-58.26779887,3136,8302
1072,-51.170860175,4638,13572
1073,-44.07392148,3537,13286
1074,-40.17578024,3770,13562
1075,-36.277639,4605,13417
1076,-43.947732,3237,7839
1077,-37.509410615,3971,13503
1078,-31.07108923,3303,12049
1079,-29.481145,4605,10359
1080,-41.3348723,4738,10899
1081,-20.78396278,4471,17057
1082,-34.34074143,4037,10440
1083,-47.89752008,3370,11567
1084,-38.756974825,3770,10697
1085,-29.61642957,4471,14352
1086,-29.84278299,3604,10817
1087,-30.06913641,4171,12092
1088,-44.03165429,3170,8157
1089,-38.07453254,4071,11228
1090,-38.64375941,3504,4925
1091,-39.21298628,4938,5727
1092,-39.78221315,4504,9323
1093,-46.22659905,3837,9645
1094,-41.94297287,3303,8374
1095,-33.67160321,4104,16818
1096,-36.0224035,3270,7246
1097,-38.11711051,4238,5887
1098,-37.87837005,4638,10832
1099,-37.63962959,4471,9881
1100,-37.16788164,4404,5743
1101,-40.37040574,3370,5517
1102,-46.50236474,3804,8073
1103,-31.55864086,4037,9191
1104,-32.60234866,4638,13287
1105,-33.64605646,4304,10589
1106,-35.40750287,4238,12646
1107,-33.22287786,4838,14573
1108,-44.73392668,4137,14477
1109,-63.8646128,3270,10227
1110,-46.78717352,5405,9087
1111,-56.15759518,3504,10889
1112,-45.077519455,4071,13228
1113,-33.99744373,4471,10066
1114,-32.77303024,5072,14600
1115,-31.54861675,4905,10159
1116,-38.942236855,3637,6855
1117,-46.33585696,4304,11665
1118,-36.1066514,4271,13885
1119,-33.91811999,4404,11345
1120,-32.865599385,4705,12991
1121,-31.81307878,4538,13349
1122,-31.4468278,4605,10444
1123,-31.08057682,4371,13397
1124,-39.06314141,3971,12713
1125,-45.90683694,3604,11960
1126,-43.15030176,4238,8577
1127,-40.59457017,4905,18925
1128,-53.65882045,3637,12489
1129,-39.35350459,4304,15619
1130,-37.65985286,4872,13823
1131,-45.54807664,3670,10043
1132,-41.81136597,3871,11409
1133,-35.01053901,3871,16009
1134,-33.81748116,4705,14551
1135,-32.62442331,4304,14685
1136,-38.7591627,4705,10749
1137,-42.03337583,3871,18483
1138,-45.30758896,3770,14409
1139,-48.58180209,3804,9975
1140,-39.91243882,5105,11907
1141,-48.98288019,5372,11643
1142,-58.05332156,3604,11133
1143,-40.2604563,3403,5925
1144,-51.41934526,3737,13263
1145,-19.89932804,4338,15627
1146,-44.59785252,3604,11241
1147,-49.24742983,3670,10382
1148,-51.51861365,4204,11813
1149,-46.7697014,5339,14099
1150,-42.02078915,4538,17053
1151,-37.2718769,4104,13561
1152,-32.52296465,4605,19463
1153,-30.030559566666664,3871,13345
1154,-27.538154483333333,3837,19732
1155,-25.0457494,4671,21021
1156,-32.993900745,4271,15667
1157,-40.94205209,4304,8463
1158,-43.34290144,3737,15557
1159,-45.0599769,3871,14641
1160,-43.947732,4571,11281
1161,-44.5529641,4771,12169
1162,-50.3089987,3604,16843
1163,-38.42114769,3770,14951
1164,-20.73189935,4571,30153
1165,-27.94370418,4037,17465
1166,-31.399627,3303,16949
1167,-27.969584845,3504,11889
1168,-24.53954269,4037,16337
1169,-27.68304277,4605,21303
1170,-33.87872813,4738,11423
1171,-29.53808367,3604,5109
1172,-25.19743921,4071,23135
1173,-20.85679475,4238,23397
1174,-34.21258512,3637,14679
1175,-39.86011403,4838,9997
1176,-45.261844035,3971,13446
1177,-50.66357404,4071,9867
1178,-44.86625158666666,3770,10845
1179,-39.06892913333333,4605,12573
1180,-33.27160668,4571,14531
1181,-36.83015873,3570,9572
1182,-46.28105621,3637,8983
1183,-48.03013165,3704,13465
1184,-35.14590626,3770,13911
1185,-39.70500474,5305,12929
1186,-37.3613393,3570,11907
1187,-50.75452659,3470,6271
1188,-51.82341298,3937,13797
1189,-48.787338795,3804,16537
1190,-45.75126461,3504,6673
1191,-29.36350135,4104,11810
1192,-36.70228843,3770,16371
1193,-38.66773144,4137,13767
1194,-24.3275735,4404,21615
1195,-30.59149155,3504,16729
1196,-33.86962997333333,3537,10753
1197,-37.14776839666667,5138,23796
1198,-40.42590682,3837,17998
1199,-47.20227795,4037,12397
1200,-39.49736258,4404,13653
1201,-31.79244721,4238,16221
1202,-36.08973632,3537,16719
1203,-41.738087155,3737,9967
1204,-47.38643799,3303,7817
1205,-45.620106272,3604,18990
1206,-43.853774554,5372,25405
1207,-42.087442836,3437,11193
1208,-40.321111118,3370,12404
1209,-38.5547794,3704,12691
1210,-38.62237421,3537,14453
1211,-31.41934526,4004,12949
1212,-39.9387199,3837,10741
1213,-42.85075864,3704,10673
1214,-42.688217825,3704,9946
1215,-42.52567701,4004,12427
1216,-33.72292324,4371,13026
1217,-31.84411833,4771,10772
1218,-43.15264162,4304,10457
1219,-54.46116491,3337,11765
1220,-54.602402,3270,5364
1221,-54.05073157,3637,6488
1222,-44.721313185,5539,10427
1223,-35.3918948,4638,11969
1224,-43.5001164,3971,17288
1225,-35.92504684,4104,15330
1226,-28.34997728,3570,12614
1227,-33.53201688,4271,8213
1228,-42.63269138,3437,9439
1229,-39.97020254666666,3570,10997
1230,-37.307713713333335,3270,7384
1231,-34.64522488,4204,14296
1232,-36.834183753333335,4638,14077
1233,-39.02314262666667,3136,9061
1234,-41.2121015,4404,15736
1235,-39.6031163,3170,9920
1236,-34.92145218,3737,10992
1237,-48.58180209,3136,8518
1238,-42.11033623,3537,10301
1239,-37.0193278775,3904,10093
1240,-31.928319525,3470,6975
1241,-26.8373111725,4304,11081
1242,-21.74630282,3971,11305
1243,-29.34016263,3237,8434
1244,-29.176258465,3570,13128
1245,-29.0123543,3203,9748
1246,-44.03165429,3971,11543
1247,-37.43994517,3303,10605
1248,-39.45249016,4137,9991
1249,-45.535759915,3804,8352
1250,-51.61902967,4004,8645
1251,-39.30443164,4438,5517
1252,-34.92145218,4037,11914
1253,-33.270240925,3303,8133
1254,-31.61902967,4805,17733
1255,-37.43994517,4805,13199
1256,-44.00675459,4771,16711
1257,-50.57356401,3170,9113
1258,-35.26802974,3704,11481
1259,-42.14419939,3937,15519
1260,-38.427986016666665,4204,13080
1261,-34.71177264333333,4538,9620
1262,-30.99555927,4304,11903
1263,-30.630618365,5272,25390
1264,-30.26567746,3804,12065
1265,-34.84790483,4004,10272
1266,-36.546904152,4605,12721
1267,-38.245903474,4338,8912
1268,-39.944902796,4037,14259
1269,-41.643902118,3770,11385
1270,-43.34290144,4104,11467
1271,-46.45168509,4938,12820
1272,-49.56046874,4104,16701
1273,-50.22257122,3337,9692
1274,-54.35513889,3604,11566
1275,-58.48770656,3270,7987
1276,-42.04300342,6173,12523
1277,-31.95888851,4304,9749
1278,-27.05173883,4137,11594
1279,-42.88764145,3470,9327
1280,-30.84644163,4104,12932
1281,-26.62084899,5305,23251
1282,-28.074750625,4271,9855
1283,-29.52865226,4738,16917
1284,-35.13076085,3937,12711
1285,-33.43189025,3804,10790
1286,-36.8593549025,4304,7683
1287,-40.286819555,3937,11384
1288,-47.14174886,5138,12503
1289,-37.63962959,3737,10670
1290,-37.267360233333335,3270,12449
1291,-36.89509087666666,4538,14294
1292,-36.52282152,3370,11526
1293,-45.10757094,4671,12391
1294,-39.52747672,4471,12275
1295,-38.7986304075,3670,18623
1296,-38.069784095,3937,17105
1297,-37.340937782500006,5005,22201
1298,-36.61209147,4304,11698
1299,-33.12623275,4571,14959
1300,-27.42374322,4771,17328
1301,-25.94879784,3770,17585
1302,-27.97684382,4872,22055
1303,-26.40761877,3837,17881
1304,-34.14477924,4304,14867
1305,-40.85386971,4204,14381
1306,-35.56514585,3704,17502
1307,-26.36890414,4304,18741
1308,-36.69542286,3704,15130
1309,-47.02194158,3370,10667
1310,-40.96431719,4204,17843
1311,-34.9066928,5205,13141
1312,-28.39166963,5372,18941
1313,-34.33974154,3303,17112
1314,-40.28781345,3904,12819
1315,-36.97863909,4404,14566
1316,-37.666867035,4738,12496
1317,-38.35509498,5772,14285
1318,-39.83406936,4771,12769
1319,-29.30140357,4404,10991
1320,-32.111427875000004,4638,20565
1321,-34.92145218,3770,9397
1322,-31.0238061,3804,12841
1323,-31.000292535,3670,7539
1324,-30.97677897,5005,12601
1325,-50.39629481,4972,9349
1326,-30.27432444,4471,11021
1327,-36.97863909,4371,16473
1328,-22.36410708,4338,19183
1329,-25.629385502,4571,20077
1330,-28.894663924,3470,11289
1331,-32.159942345999994,3537,7065
1332,-35.425220768,3470,9740
1333,-38.69049919,4071,16089
1334,-25.67960689,4438,14540
1335,-39.52747672,4972,15213
1336,-31.84411833,4471,15723
1337,-45.85466928,3537,8507
1338,-39.763422766666665,4471,11861
1339,-33.67217625333333,3904,10827
1340,-27.58092974,3504,20586
1341,-25.96985455,3871,15563
1342,-31.84411833,4404,12075
1343,-36.68417395,3670,18461
1344,-37.72080672,3203,15589
1345,-23.84808399,5138,22499
1346,-27.54926404,3937,21069
1347,-20.58889497,4471,15905
1348,-35.08548244,3470,13845
1349,-32.5904719,4137,20759
1350,-27.65849384,3237,8185
1351,-22.72651578,4805,23947
1352,-26.9508425,4271,17687
1353,-40.20599913,3637,10289
1354,-38.05332156,3537,17980
1355,-43.887322355,3737,14897
1356,-49.72132315,3504,8789
1357,-44.25851699333334,4504,16489
1358,-38.795710836666665,3470,10447
1359,-33.33290468,3804,13609
1360,-25.83961523,4938,10659
1361,-18.34632578,4238,15803
1362,-21.51505537,3637,7697
1363,-24.68378496,3604,15173
1364,-51.72062018,3804,10954
1365,-37.86471824,5372,17627
1366,-33.43189025,4271,15849
1367,-38.21022774333333,5105,21211
1368,-42.988565236666666,3737,13259
1369,-47.76690273,3504,9822
1370,-44.22352443,4738,15485
1371,-40.68014613,4972,15837
1372,-51.82341298,3403,9953
1373,-33.07831048,4104,19927
1374,-58.05332156,3570,6395
1375,-38.82837334,4171,14279
1376,-43.09192545,5339,9223
1377,-47.35547756,3437,7403
1378,-51.61902967,3470,7799
1379,-32.65850794,5639,14577
1380,-33.9037883525,3570,11307
1381,-35.149068765,3637,10721
1382,-37.63962959,3403,13831
1383,-35.45449607,3971,16842
1384,-40.07133148,3537,7439
1385,-51.12817085,3770,14811
1386,-34.63092711,5172,15275
1387,-35.16107812,5105,13867
1388,-43.57980402,3670,11891
1389,-44.021840645,3770,11669
1390,-44.46387727,3971,12643
1391,-42.28098788,3604,11989
1392,-37.16788164,5239,13015
1393,-26.37442425,4438,16367
1394,-36.52282152,3337,9495
1395,-37.10797604666666,3570,14609
1396,-37.40055331,3904,18651
1397,-39.67942036,3370,15510
1398,-35.893304075,3403,16806
1399,-32.10718779,4137,18709
1400,-26.63221796,3504,15918
1401,-38.87482206,4838,16697
1402,-34.2171373625,4204,22665
1403,-29.559452665,3737,8236
1404,-24.9017679675,3670,11449
1405,-20.24408327,3637,19363
1406,-24.31787645,4471,13795
1407,-36.969873135,5339,11874
1408,-45.54807664,4037,10389
1409,-41.49081706,3937,11093
1410,-37.32230152,4905,12855
1411,-31.465283473333336,4671,16995
1412,-25.60826542666667,3504,11205
1413,-19.75124738,4738,20439
1414,-23.90212416,4705,14883
1415,-28.05300094,3737,12157
1416,-32.20387772,4671,11679
1417,-42.85075864,6340,15784
1418,-49.419845235,3704,12609
1419,-55.98893183,3570,11147
1420,-58.05332156,4271,15995
1421,-47.226343365000005,3670,14834
1422,-36.39936517,4671,15291
1423,-31.59885338,4671,19515
1424,-23.79047958,4638,16385
1425,-25.0551856375,3604,13077
1426,-26.319891695,3704,10799
1427,-27.5845977525,4504,16977
1428,-28.84930381,4538,15747
1429,-34.25352419,4838,17507
1430,-35.61300211,4404,15419
1431,-32.90092059,3770,14847
1432,-33.54461426,3704,15177
1433,-38.07453254,4371,16623
1434,-37.70923472333333,4738,18775
1435,-37.34393690666667,4638,16724
1436,-36.97863909,4872,17686
1437,-35.989337750000004,3971,14844
1438,-35.00003641,3804,12998
1439,-34.01073507,3971,17052
1440,-36.277639,4605,24757
1441,-36.83015873,4371,12913
1442,-37.98249301,5339,16221
1443,-39.13482729,3637,13236
1444,-45.39874534,3437,10543
1445,-45.25193808,4705,9639
1446,-41.64961288,4338,11655
1447,-42.88764145,5205,11469
1448,-45.0449597,4404,11745
1449,-47.20227795,3437,9983
1450,-40.39811195,4771,18089
1451,-36.997677896666666,4137,16971
1452,-30.19680979,5072,17024
1453,-25.83907988,5172,19969
1454,-37.12970185,4304,13017
1455,-30.65453095,3737,11129
1456,-40.01804365,3470,8598
1457,-38.2358383425,4771,12517
1458,-36.453633035,4137,9011
1459,-34.6714277275,4404,19083
1460,-32.88922242,4037,11111
1461,-35.668812640000006,3770,14199
1462,-38.44840286,3570,10019
1463,-41.227993080000005,3504,12637
1464,-44.00758330000001,4872,11108
1465,-46.78717352,4938,7011
1466,-51.72062018,3537,9512
1467,-43.87151184,3170,8756
1468,-36.0224035,4538,12359
1469,-31.19524369,4504,12719
1470,-29.76200654,3237,8437
1471,-38.66773144,3237,7677
1472,-25.00792293,4638,14824
1473,-29.94331253,4638,13171
1474,-46.50236474,3604,8176
1475,-39.09619141,5272,10563
1476,-31.69001808,4671,8853
1477,-37.94803676,3971,14264
1478,-30.22257122,3637,14719
1479,-33.36382416,4271,10531
1480,-36.5050771,4371,12703
1481,-38.59978411,3537,12198
1482,-40.28798633,3070,12374
1483,-41.97618855,4271,10903
1484,-44.77976262,3370,9707
1485,-43.652719815,4004,10458
1486,-42.52567701,3203,11076
1487,-34.95104638,4004,11863
1488,-40.94205209,3136,9531
1489,-38.22447764,4137,11356
1490,-40.11700469,4471,14649
1491,-42.00953174,3670,11369
1492,-43.42115323,3437,10751
1493,-36.43445972,3370,10910
1494,-33.896301253333334,3504,9064
1495,-31.358142786666665,3971,10595
1496,-28.81998432,4738,13525
1497,-29.71320928,5405,11219
1498,-42.999239,3504,12231
1499,-41.94297287,3770,11069
1500,-43.30403833,4571,11855
1501,-33.30833355,4872,10978
1502,-37.592626855,4638,14335
1503,-41.87692016,3804,11424
1504,-43.652039423333335,3070,8167
1505,-45.427158686666665,5706,9855
1506,-47.20227795,4071,12023
1507,-40.224743025,3303,6926
1508,-33.2472081,4404,13067
1509,-33.19861559,3570,10827
1510,-40.28781345,3437,9131
1511,-53.0425415,3437,8453
1512,-49.64052359,3270,9176
1513,-31.09958315,3570,14247
1514,-32.40054778,3637,11239
1515,-32.69272685,4605,14510
1516,-37.22546786,3504,12845
1517,-41.025654785,3537,14389
1518,-44.82584171,3270,4935
1519,-25.98040208,5005,12838
1520,-25.73585954,4872,18086
1521,-38.69049919,3437,8211
1522,-32.55665269,3537,6090
1523,-39.231744815,3837,17949
1524,-45.90683694,4137,16475
1525,-44.54765925,2936,11068
1526,-43.18848156,4371,13109
1527,-45.533178113333335,4972,11617
1528,-47.87787466666666,3070,9592
1529,-50.22257122,3537,11773
1530,-50.84644163,3871,17519
1531,-50.3089987,4504,7819
1532,-45.75126461,4438,10375
1533,-48.72537378,3203,8669
1534,-21.46881552,3704,10851
1535,-21.15136076,4404,18456
1536,-29.41820349,4805,15357
1537,-37.07274499,3337,9755
1538,-34.67084293,3270,6157
1539,-32.26894087,5072,13757
1540,-28.04350485,3303,9106
1541,-35.93342722,3737,17683
1542,-43.82334959,3337,11217
1543,-36.39936517,4938,12405
1544,-43.38193921,3570,13951
1545,-40.94597294,4271,19781
1546,-38.51000667,4538,11639
1547,-39.1108662,4404,11084
1548,-38.11711051,3871,11179
1549,-49.88521272,3504,12453
1550,-29.11773034,4504,10736
1551,-36.00565154,4271,11775
1552,-31.80275687,4605,13736
1553,-34.29465713,4171,11440
1554,-44.07392148,3237,8887
1555,-48.03013165,3604,10452
1556,-40.626504755,3704,8979
1557,-33.22287786,4738,11827
1558,-39.62847658,5239,9427
1559,-40.2604563,3670,11167
1560,-44.28839879,3971,14505
1561,-35.75817356,3604,10956
1562,-33.13825475,3937,20360
1563,-34.613995535,5272,10923
1564,-36.08973632,4371,13072
1565,-35.74081556,4605,13845
1566,-35.3918948,5038,8970
1567,-35.723949735000005,3470,10432
1568,-36.05600467,4605,13669
1569,-33.50687681,3370,13209
1570,-36.22598836,4338,12829
1571,-36.61168362,4671,12469
1572,-36.99737888,4605,9938
1573,-42.96188028,4338,11381
1574,-33.91811999,4037,10289
1575,-35.79076605,4471,18310
1576,-27.74101332,3570,17702
1577,-33.97092191,3904,16404
1578,-43.74140663,4438,17513
1579,-30.48447719,4438,14291
1580,-36.1405807,4671,15081
1581,-38.62032180666667,5606,13427
1582,-41.10006291333333,4137,15563
1583,-43.57980402,3704,8987
1584,-37.7412201,4037,16949
1585,-41.06103874,3871,16315
1586,-32.80777343,4872,14769
1587,-34.603569300000004,5005,14855
1588,-45.59842976,3637,10398
1589,-45.1554272,3570,10973
1590,-41.61762062,3737,11283
1591,-46.55858428,3837,9467
1592,-38.77877175,6073,15057
1593,-30.99895922,4238,19605
1594,-23.21914669,4605,14104
1595,-22.85518156333333,3704,12069
1596,-22.491216436666665,3537,12883
1597,-22.12725131,4037,11353
1598,-25.35935349,4504,19480
1599,-31.685203935,4738,14235
1600,-38.01105438,4171,14869
1601,-44.5529641,3737,11673
1602,-32.68130556,5239,16461
1603,-35.31427239,5305,16433
1604,-32.112696485,3670,13315
1605,-28.91112058,3837,12629
1606,-25.709544675,4872,14655
1607,-22.50796877,3737,13963
1608,-23.52301212333333,3804,16773
1609,-24.538055476666667,4004,14483
1610,-25.55309883,3737,16138
1611,-32.5791842,5239,13649
1612,-42.24658828,3737,18133
1613,-41.281316006,4404,16096
1614,-40.316043732,3770,11379
1615,-39.350771458,4638,15013
1616,-38.385499184,5138,12737
1617,-37.42022691,4304,17389
1618,-49.72132315,4204,14876
1619,-45.25193808,3604,14033
1620,-46.881417275,3670,15531
1621,-48.51089647,3403,10721
1622,-48.28458627333333,4338,20523
1623,-48.058276076666665,4504,17533
1624,-47.83196588,3570,10983
1625,-43.35339397,3804,14533
1626,-38.87482206,3637,14535
1627,-37.86170131,3904,16745
1628,-36.84858056,3670,15857
1629,-33.85256579,4371,16035
1630,-29.82252233,4638,15979
1631,-25.79247887,4204,17755
1632,-30.91136582,3670,17515
1633,-44.11639535,3237,7709
1634,-37.24474842,3704,10844
1635,-41.39691463,3537,7628
1636,-40.48737224,3203,8049
1637,-39.57782985,3570,12573
1638,-32.97612705,3737,12161
1639,-26.37442425,4838,14473
1640,-49.88521272,3804,8708
1641,-41.58963914333333,3470,5395
1642,-33.29406556666667,3604,14405
1643,-24.99849199,4104,10431
1644,-31.568485010000003,3403,6113
1645,-38.13847803,3737,9901
1646,-47.38643799,3704,8653
1647,-38.830381215,3604,9792
1648,-30.27432444,4638,13305
1649,-41.2121015,4938,12179
1650,-46.839604075,3971,14526
1651,-52.46710665,3504,7997
1652,-47.75580062,4104,13169
1653,-43.04449459,3871,15125
1654,-38.33318856,4972,13562
1655,-35.57287711,4605,13846
1656,-32.812565660000004,3637,10809
1657,-30.05225421,3537,16721
1658,-31.58924348,3604,7059
1659,-33.12623275,4872,12177
1660,-34.70265246,3737,13565
1661,-18.35728866,3871,17584
1662,-36.1405807,3437,10997
1663,-33.03065116,4037,14745
1664,-40.70885984,3537,11971
1665,-36.61209147,3904,18071
1666,-34.68825993,3737,17182
1667,-47.32461645,3570,15085
1668,-44.963203522,4338,16513
1669,-42.601790594,4738,23898
1670,-40.240377666,3270,7759
1671,-37.878964738,3704,22050
1672,-35.51755181,3737,15277
1673,-31.3505263,5205,21214
1674,-37.01615919,4571,12143
1675,-47.20227795,3804,16861
1676,-40.72790107,4371,20731
1677,-34.25352419,4104,12701
1678,-33.2472081,3804,17187
1679,-32.84258666,3570,12255
1680,-24.56640628,3370,15953
1681,-34.78952426,3837,10763
1682,-45.01264224,3504,9567
1683,-38.28564155,4438,17957
1684,-31.55864086,4238,17077
1685,-39.06314141,5105,15507
1686,-52.35645687,3570,12128
1687,-56.147588385000006,3437,6101
1688,-59.9387199,3470,10279
1689,-41.2121015,5372,11897
1690,-41.28966233,3837,18233
1691,-41.36722316,4104,12647
1692,-41.444783990000005,4805,10291
1693,-41.52234482,5239,9225
1694,-46.17248118,3770,9595
1695,-22.95815323,3770,11035
1696,-45.0599769,3770,10370
1697,-38.33318856,4805,12402
1698,-39.23133817,4538,14317
1699,-29.27823089,4371,14711
1700,-33.83951412,4671,13533
1701,-35.13076085,4004,15369
1702,-30.105610823333333,3770,8824
1703,-25.080460796666664,3504,18313
1704,-20.05531077,4838,24768
1705,-22.91357903,4137,14667
1706,-25.77184729,4071,16205
1707,-26.23202942,4638,19303
1708,-42.41996508,3504,8161
1709,-51.61902967,3737,14051
1710,-47.38643799,5405,10229
1711,-44.77976262,3637,8897
1712,-37.51926891,3804,12829
1713,-39.13482729,4438,11339
1714,-36.51730096666667,4504,11957
1715,-33.89977464333333,3670,14511
1716,-31.28224832,3604,14445
1717,-30.70111455,4071,14873
1718,-30.11998078,4872,23172
1719,-27.56191647,4638,22169
1720,-29.87694438,4004,14861
1721,-18.18352164,3737,23491
1722,-40.85386971,4137,11831
1723,-32.10718779,4171,10363
1724,-32.38077662333333,3604,11996
1725,-33.49871473666667,4104,11307
1726,-34.61665285,4905,14325
1727,-36.65357602,4171,6183
1728,-38.69049919,4504,10678
1729,-34.22621005,4371,15457
1730,-39.62847658,3537,12191
1731,-37.30284824,3470,10290
1732,-41.55398744,3737,7581
1733,-36.73863112,4371,10650
1734,-36.61209147,4438,6463
1735,-40.48176482,4504,6153
1736,-43.53986883,3637,11851
1737,-42.75380523333334,3837,7268
1738,-41.967741636666666,3904,14371
1739,-41.18167804,3504,9778
1740,-38.044185420000005,4605,9913
1741,-34.9066928,3804,9669
1742,-31.52860317,4938,13740
1743,-35.99198205,4004,12507
1744,-40.45536093,3103,6515
1745,-44.91873981,4671,9975
1746,-30.79117597,3904,7905
1747,-44.15907794,4104,9077
1748,-49.96833191,3537,12939
1749,-43.75262079666667,3937,11339
1750,-37.53690968333333,6039,7617
1751,-31.32119857,4671,14075
1752,-32.06455757,4571,10917
1753,-40.42590682,3770,8815
1754,-39.501579715000005,4171,11439
1755,-38.57725261,4037,12501
1756,-32.44486364,4304,7977
1757,-32.356902255,4438,12140
1758,-32.26894087,4571,13601
1759,-36.75685964,3604,10865
1760,-42.777459555,4071,15773
1761,-48.79805947,3270,7139
1762,-48.01420855666667,4905,12292
1763,-47.230357643333335,5472,21832
1764,-46.44650673,5973,9553
1765,-58.94496422,3403,9941
1766,-52.03272165,3403,12835
1767,-47.03533156,3537,11772
1768,-42.03794147,4571,7261
1769,-37.04055138,4371,24000
1770,-32.04316129,3337,6427
1771,-27.0457712,3737,12182
1772,-29.096526465,5005,22123
1773,-31.14728173,4204,11632
1774,-34.92145218,3237,10183
1775,-47.430086040000006,5506,11077
1776,-59.9387199,4504,14981
1777,-56.5050771,3737,12604
1778,-38.11711051,4771,11249
1779,-35.36076254,4671,10256
1780,-54.05073157,3670,9479
1781,-48.65329129,3103,9434
1782,-50.66357404,4238,13564
