modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,sample_width,frame_rate,frame_width,length_ms,frame_count,intensity,zero_crossings_sum,mfcc_mean,mfcc_std,mfcc_min,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_max,stft_kur,stft_skew,mean,std,min,max,kur,skew
audio-only,speech,disgust,strong,Dogs are sitting by the door,1st,12,F,1,2,48000,2,4204,201802,-34.17183811,20334,-28.203796,126.73592,-725.24304,212.93774,5429.93613,3583.70752,839.8285001,12998.12003,-1.305021922,0.439220064,0.5154485,0.33581966,0.000885395,1,-1.369164506,-0.076789488,2.25E-05,0.019577965,-0.14453125,0.15054321,7.489905411,0.018754934
audio-only,song,calm,normal,Dogs are sitting by the door,1st,6,F,1,2,48000,2,5372,257858,-45.59842976,14867,-38.385826,156.94836,-888.72034,158.14987,4758.795666,3368.224977,0,12029.45945,-1.319860839,0.539220079,0.3582814,0.35565162,0,1,-1.187226348,0.532489584,1.25E-07,0.005257704,-0.02746582,0.028411865,3.508777685,-0.047815027
audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,12,F,1,2,48000,2,4438,213013,-36.70228843,16505,-34.981956,139.12866,-777.241,182.38011,5806.824978,3908.460616,1036.317487,12039.83042,-1.770436969,0.131151283,0.4356989,0.36565295,0.000123963,1,-1.51911757,0.166899989,-5.58E-07,0.014638938,-0.10824585,0.0843811,7.036913615,-0.440458025
audio-only,song,calm,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,4571,219419,-36.73863112,17373,-35.162632,136.42665,-769.12726,168.18427,5728.665064,3659.400683,0,12088.46086,-1.613597202,0.217069454,0.40220484,0.34851238,0,1,-1.308193216,0.350182945,-3.09E-07,0.014558429,-0.09725952,0.08706665,5.856892061,-0.235076858
audio-only,,neutral,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4538,217818,-39.03937699,16196,-35.318504,141.87843,-800.381,176.701,4720.794522,3083.499105,1110.258008,11411.13968,-1.125718515,0.492083901,0.39116597,0.35049254,0.000173683,1,-1.284493626,0.403797002,1.42E-06,0.011172556,-0.06790161,0.06323242,4.727169337,-0.134954657
audio-only,speech,sad,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3871,185786,,17777,-27.451605,114.37553,-643.75543,173.33243,5566.833868,3448.727212,0,12497.79118,-1.001015645,0.389098514,0.42335054,0.3450054,0,1,-1.292099648,0.280781712,-1.83E-05,0.038777895,-0.26474,0.2802124,7.987969353,0.028286959
audio-only,speech,disgust,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,4037,193793,-41.58574576,16999,-32.552532,143.43776,-793.7107,205.46442,6001.422358,3806.980018,0,12080.92019,-1.479449762,0.165884,0.5002172,0.33854142,0,1,-1.375347897,-0.064356314,6.04E-07,0.008344324,-0.062438965,0.08181763,10.9421997,0.496777567
audio-only,speech,happy,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3871,185785,-32.75005967,13625,-30.608068,128.74777,-703.6494,186.02817,4610.088684,3877.035701,0,12000,-1.421519208,0.413948044,0.38182208,0.3587205,0,1,-1.355237275,0.414853552,7.95E-08,0.023041489,-0.30291748,0.2770996,23.03797373,0.214034814
audio-only,song,angry,normal,Dogs are sitting by the door,1st,2,F,1,2,48000,2,4738,227427,-27.49883784,16483,-30.528152,116.76767,-672.14,176.41891,5216.896217,3610.373417,0,13728.33958,-1.233113557,0.512675259,0.42163414,0.35062483,0,1,-1.387460121,0.317322969,1.29E-06,0.042191196,-0.30429077,0.32052612,6.353737811,0.331467321
audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4538,217818,,16095,-31.78012,137.12746,-767.51917,169.08177,4842.170945,3225.447934,0,12067.77695,-0.89237407,0.567502803,0.36579263,0.3467814,0,1,-1.129613758,0.555883224,-1.61E-06,0.013332641,-0.072052,0.06585693,3.212784818,-0.367037136
audio-only,song,angry,normal,Dogs are sitting by the door,1st,16,F,1,2,48000,2,4404,211411,-36.45206031,14759,-31.75028,134.32425,-758.2826,193.06372,3978.606487,3007.163579,0,11999.99993,-0.915402428,0.551706446,0.33696502,0.34542316,0,1,-0.985347282,0.659133342,-8.55E-08,0.015061089,-0.103302,0.10437012,4.434817754,-0.113092322
audio-only,,fearful,normal,Dogs are sitting by the door,2nd,2,F,1,2,48000,2,4671,224224,,18231,-32.83335,127.593315,-722.46466,172.83447,5012.209576,3275.290032,0,12000.00019,-1.130018968,0.506944759,0.40166596,0.34566945,0,1,-1.257762643,0.399348154,1.74E-06,0.019267753,-0.1390686,0.16564941,7.958523317,0.181690125
audio-only,speech,happy,strong,Dogs are sitting by the door,2nd,16,F,1,2,48000,2,3804,182583,-34.32218771,17341,-28.607351,127.57443,-684.7243,204.13083,5615.084894,3961.831898,0,13292.28611,-1.562704328,0.052180507,0.43617868,0.34139943,0,1,-1.351733887,0.230888783,-2.90E-07,0.019254413,-0.18362427,0.20626831,13.22821302,0.266307677
audio-only,speech,happy,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,3670,176176,,12112,-29.17682,135.59288,-723.4795,236.5264,6200.461107,3437.742112,989.1654544,12014.52233,-1.425829082,-0.11840868,0.502157,0.327633,0.000216508,1,-1.319944012,-0.013131135,1.37E-08,0.013755392,-0.11920166,0.12384033,12.04360672,0.25069503
audio-only,song,angry,strong,Kids are talking by the door,1st,16,F,1,2,48000,2,4404,211411,,14035,-27.949965,120.66787,-666.9554,200.36517,3959.420609,2819.777967,0,12000,-0.684195221,0.499537711,0.34010503,0.33427173,0,1,-0.860923843,0.693913729,2.65E-06,0.0298069,-0.23098755,0.3179016,11.90254539,0.218553271
audio-only,song,fearful,strong,Kids are talking by the door,2nd,,F,1,2,48000,2,4504,216216,-28.88609289,15428,-28.853569,113.53437,-639.4967,168.65387,4930.884279,3162.547085,0,12019.90671,-0.867853838,0.593881304,0.4015173,0.34758523,0,1,-1.284922052,0.411819929,1.22E-06,0.03595989,-0.30593872,0.3656006,12.92507377,0.430950176
audio-only,,angry,strong,Kids are talking by the door,1st,,F,1,2,48000,2,4638,222622,,19005,-25.741026,101.408005,-582.5685,168.07816,4985.555148,2905.474876,973.2287846,12004.66728,-0.485726828,0.72261564,0.45030162,0.32477468,0.000954804,1,-1.226838282,0.214232182,1.05E-06,0.06736546,-0.508667,0.57839966,12.38727704,0.415341148
audio-only,song,fearful,strong,Kids are talking by the door,2nd,16,F,1,2,48000,2,4605,221021,-31.44900683,16349,-28.579372,119.900566,-709.33746,184.12495,4024.002495,2668.434085,0,11917.4153,-0.271889392,0.638853993,0.3277708,0.3342823,0,1,-0.722618807,0.800714056,-8.30E-07,0.026764775,-0.18075562,0.19030762,4.929785098,-0.15780333
audio-only,speech,happy,normal,Kids are talking by the door,2nd,2,F,1,2,48000,2,3704,177777,-39.27999874,12141,-31.915771,146.03023,-789.86145,224.7692,6009.039021,3957.993228,0,14763.73612,-1.461392752,0.075244406,0.49995545,0.3340836,0,1,-1.353707116,-0.048434859,-4.75E-07,0.010873544,-0.13568115,0.14303589,25.61924243,0.34970774
audio-only,speech,sad,normal,Kids are talking by the door,2nd,12,F,1,2,48000,2,3604,172972,-42.38501176,10370,-30.060926,145.86049,-796.6096,213.71886,4604.511784,3011.633714,556.5218555,11524.20125,-0.983395039,0.504267813,0.5118234,0.3365069,0.000919429,1,-1.370235824,-0.026854258,2.51E-05,0.007609882,-0.07992554,0.0552063,8.056465884,-0.719155257
audio-only,speech,disgust,normal,Kids are talking by the door,1st,6,F,1,2,48000,2,3504,168168,-56.15759518,12227,-35.706352,162.09836,-962.51025,218.3097,5085.680095,3254.830406,0,12290.91885,-0.733387684,0.528861154,0.4345877,0.32419017,0,1,-1.172690291,0.280004404,-9.52E-07,0.001572527,-0.011291504,0.012207031,6.394889429,-0.451205816
audio-only,song,calm,strong,Kids are talking by the door,1st,12,F,1,2,48000,2,4738,227427,,15307,-34.16267,132.85638,-741.0375,173.63092,5176.188974,3492.14787,1101.348327,12009.94959,-1.578511658,0.334367062,0.3976483,0.34026873,0.000433649,1,-1.204284823,0.393369496,-1.15E-06,0.017355068,-0.1104126,0.1232605,7.217431139,0.027680572
audio-only,song,calm,strong,Kids are talking by the door,1st,6,F,1,2,48000,2,5606,269068,,15369,-35.628075,144.21089,-827.05707,161.45297,3884.319806,2938.325474,1140.003781,11917.67977,-0.099088064,1.111218564,0.31541753,0.34750646,3.59E-05,1,-0.806358833,0.806753305,3.26E-06,0.008029475,-0.049346924,0.059539795,4.911662642,0.215206588
audio-only,speech,sad,normal,Kids are talking by the door,2nd,6,F,1,2,48000,2,3604,172973,,11609,-36.38485,170.47243,-959.76776,199.64307,5509.855063,3247.82037,1328.710294,12001.421,-1.246032347,0.264202358,0.45627552,0.33497348,0.000307773,1,-1.345835512,0.185649495,-7.92E-07,0.001696698,-0.012145996,0.013366699,9.778485707,-0.665344296
audio-only,speech,disgust,normal,Kids are talking by the door,1st,12,F,1,2,48000,2,3737,179379,,10973,-29.678326,147.60269,-799.4039,232.71115,5268.358906,4011.840204,0,13943.62716,-1.217779944,0.377283153,0.48687622,0.33508128,0,1,-1.327488718,0.003899099,2.40E-05,0.006725587,-0.08630371,0.068481445,21.56222648,-1.243646874
audio-only,speech,calm,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,3637,174574,-51.12817085,12892,-33.749912,163.53796,-939.7437,183.70538,5851.68096,3279.710499,1260.792616,12178.31224,-1.181465174,0.475975528,0.4929983,0.32128295,0.001443057,1,-1.356725255,0.094262816,-7.51E-07,0.002787256,-0.024658203,0.021972656,12.45816881,-0.846558568
audio-only,song,sad,normal,Dogs are sitting by the door,2nd,22,F,1,2,48000,2,5072,243443,-32.45597802,16449,-32.485737,121.449394,-704.29095,148.80374,5465.644335,3468.153678,1021.915561,12026.0124,-1.25770915,0.597812456,0.40425414,0.36010885,6.89E-05,1,-1.403674754,0.329491845,3.07E-07,0.023845317,-0.117370605,0.11590576,3.728886041,0.075066468
audio-only,speech,surprised,strong,Kids are talking by the door,1st,,F,1,2,48000,2,3637,174575,-41.15136076,10439,-31.171114,143.24695,-791.94275,159.60031,6601.584549,3707.41439,0,12248.20256,-1.146529775,0.008305406,0.4795465,0.34880525,0,1,-1.433378211,0.08741674,-8.00E-07,0.008787931,-0.071899414,0.07296753,9.706585598,-0.079603888
audio-only,speech,surprised,strong,Kids are talking by the door,1st,24,F,1,2,48000,2,3937,188989,,16407,-29.464388,127.63914,-706.2678,205.4144,5353.122906,3748.718442,0,12146.23816,-1.420974141,0.179154593,0.44499913,0.35305756,0,1,-1.446271109,0.111415764,-5.59E-08,0.020143889,-0.2303772,0.24832153,16.92712825,0.494442942
audio-only,speech,surprised,normal,Dogs are sitting by the door,1st,24,F,1,2,48000,2,3370,161762,-39.15885466,14358,-32.877197,142.33363,-778.95734,199.90892,5397.08888,3962.951489,0,11998.28727,-1.574607303,0.034870761,0.41635332,0.34810054,0,1,-1.379560851,0.216422024,-2.38E-07,0.011027467,-0.10510254,0.104034424,13.67809905,-0.047804957
audio-only,speech,neutral,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,3437,164965,-47.38643799,11128,-33.50237,156.17435,-833.96094,178.65526,6553.389877,3433.318112,1343.888188,12046.91938,-1.414885281,0.088094996,0.5082935,0.31936142,0.001152754,1,-1.347940035,0.010597984,-5.91E-07,0.004283832,-0.05078125,0.04309082,19.30309613,-0.573666673
audio-only,speech,surprised,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3504,168168,,9105,-33.640415,151.19502,-818.0845,194.03812,6638.391909,4258.552232,0,12196.64639,-1.627688857,-0.04878919,0.5108844,0.35379383,0,1,-1.485648644,-0.100813579,-6.41E-07,0.008609725,-0.06573486,0.06463623,6.901623278,0.058786296
audio-only,song,sad,strong,Kids are talking by the door,2nd,22,F,1,2,48000,2,5606,269069,,15682,-32.94373,122.60936,-727.2135,174.90883,4794.891631,3482.178272,795.268836,12054.13867,-0.91356703,0.809390766,0.3827418,0.3587644,4.51E-05,1,-1.335370669,0.418972042,4.51E-07,0.028722137,-0.15078735,0.14501953,2.73859366,0.142068585
audio-only,speech,calm,normal,Kids are talking by the door,1st,22,F,1,2,48000,2,3537,169769,-51.61902967,11772,-34.28911,166.6006,-904.1187,175.20883,6886.952612,3578.778805,1216.514867,12734.2427,-1.560680685,0.029985396,0.54185873,0.32149878,0.001601016,1,-1.325646353,-0.153337195,-5.94E-07,0.002630299,-0.023468018,0.02444458,13.36407154,-0.801186355
audio-only,speech,calm,strong,Kids are talking by the door,1st,16,F,1,2,48000,2,3871,185785,-45.49801373,11577,-32.608658,152.18124,-802.55585,221.69211,5721.097529,3865.339967,0,12109.18297,-1.582872684,0.018087841,0.46167886,0.3402273,0,1,-1.377814269,0.116004586,-7.26E-07,0.005318031,-0.06011963,0.06863403,26.48291419,0.029560146
audio-only,song,sad,normal,Kids are talking by the door,2nd,16,F,1,2,48000,2,5005,240240,,12379,-34.123604,142.54204,-783.6498,165.56705,4363.068224,3597.479021,0,12718.06878,-1.095834966,0.612613692,0.33658043,0.35726088,0,1,-1.134231091,0.614765215,1.96E-06,0.012829417,-0.0642395,0.06283569,4.542611355,0.037026189
audio-only,song,sad,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,5339,256256,,12129,-34.495483,138.931,-768.75385,178.08972,4939.837815,3882.593721,0,12052.85876,-1.20471727,0.597206377,0.38368085,0.36858582,0,1,-1.417219169,0.394601786,2.69E-06,0.014028152,-0.09585571,0.10870361,8.756626815,0.666571885
audio-only,speech,calm,strong,Kids are talking by the door,1st,2,F,1,2,48000,2,4137,198599,-46.28105621,12745,-33.419117,152.68349,-815.7464,200.57825,5885.488982,3935.13545,0,12069.84979,-1.533750703,0.123247512,0.50257796,0.33997133,0,1,-1.387183147,-0.085516172,-9.95E-07,0.004857217,-0.049987793,0.048461914,20.50752543,-0.101076403
audio-only,speech,fearful,strong,Kids are talking by the door,2nd,6,F,1,2,48000,2,3604,172973,-21.10006302,19482,-24.195967,95.7835,-573.87305,129.32489,4572.085321,1649.177152,1995.553005,10350.15808,0.177547455,0.704869646,0.31581697,0.3215871,5.26E-05,1,-0.381711745,0.943834366,-9.90E-06,0.088108785,-0.636322,0.7810974,7.830751408,0.465163509
audio-only,speech,angry,strong,Kids are talking by the door,1st,,F,1,2,48000,2,3637,174574,-26.99817716,7470,-21.824026,109.581764,-598.9147,178.7514,4751.807558,3638.353822,0,12154.88936,-0.55274103,0.948384203,0.5772075,0.34764948,0,1,-1.327527077,-0.396576524,-2.44E-05,0.04470527,-0.5238037,0.56954956,35.87329197,0.892381489
audio-only,speech,surprised,strong,Dogs are sitting by the door,1st,4,F,1,2,48000,2,3470,166566,-29.89348894,13209,-28.264679,122.628784,-672.7959,187.45172,5134.151568,3795.809003,0,12035.40059,-1.519066899,0.088762301,0.38864505,0.34707558,0,1,-1.278428667,0.357067524,2.44E-07,0.0320246,-0.22164917,0.23046875,7.261330665,0.139858298
audio-only,song,happy,normal,Kids are talking by the door,2nd,12,F,1,2,48000,2,4471,214614,-32.22551133,12975,-31.44712,124.91349,-700.52466,173.9448,4426.809104,3305.394141,0,12123.23045,-0.529447245,0.793340261,0.37618443,0.35444912,0,1,-1.227306354,0.487650627,-1.33E-06,0.024490522,-0.20297241,0.20352173,9.484339933,0.073860304
audio-only,,happy,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,4605,221021,-38.33318856,17871,-34.65401,136.7774,-787.76294,168.58246,4706.107255,2944.697461,1238.612851,11998.77947,-0.771027377,0.768113533,0.39147633,0.3398178,0.000217097,1,-1.180048555,0.458217184,-1.55E-06,0.012142099,-0.09011841,0.09362793,6.87790828,-0.027223774
audio-only,speech,surprised,strong,Dogs are sitting by the door,1st,10,F,1,2,48000,2,3637,174574,,20165,-25.479671,109.03427,-602.5208,180.6254,6128.847494,3113.449235,1105.817299,13748.37543,-1.290710049,0.054963072,0.45937008,0.3236742,5.10E-05,1,-1.177878281,0.174130729,1.29E-07,0.057395082,-0.34146118,0.3293457,5.832357449,0.175896436
audio-only,speech,fearful,strong,Kids are talking by the door,2nd,,F,1,2,48000,2,3704,177778,,9054,-20.676115,100.436584,-566.5611,147.96542,3975.594886,3069.487727,0,12099.42727,0.909613655,1.144994445,0.4354116,0.3812265,0,1,-1.585989688,0.189658563,1.49E-05,0.07109914,-0.5554199,0.46624756,9.914544669,0.004237918
audio-only,speech,angry,strong,Kids are talking by the door,1st,6,F,1,2,48000,2,4104,196997,-18.66545795,20953,-21.11555,90.15883,-518.313,169.49092,5676.99412,2949.540111,1865.935523,11817.79999,-1.294050702,0.418863654,0.42337352,0.3304704,0.000327313,1,-1.19106603,0.327762197,1.34E-06,0.11660802,-0.7999878,0.8673401,9.901130872,0.415174199
audio-only,speech,fearful,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3203,153754,,13792,-30.51604,137.12772,-777.77673,216.95901,6345.787755,3440.328399,0,12050.18611,-1.145923601,0.167483734,0.5516214,0.3277759,0,1,-1.30948413,-0.242664275,-4.84E-07,0.012534625,-0.11859131,0.09423828,10.96542967,-0.616823589
audio-only,speech,angry,normal,Dogs are sitting by the door,1st,6,F,1,2,48000,2,4204,201801,-39.96508074,19560,-32.45284,137.68517,-770.0025,196.02318,5756.950119,3651.047404,1071.719357,12158.27114,-1.41323895,0.331585434,0.4502737,0.33147052,0.000715818,1,-1.308333164,0.23039146,-3.40E-07,0.010054241,-0.07852173,0.08105469,9.283138182,0.196238764
audio-only,song,happy,strong,Dogs are sitting by the door,2nd,6,F,1,2,48000,2,4071,195395,,20083,-31.17572,118.76277,-711.0869,169.88895,4693.796864,2714.349854,1498.998365,11817.29831,-0.470071948,0.870015436,0.38382494,0.33119953,0.000418448,1,-1.037825015,0.576069029,6.24E-06,0.029417705,-0.21121216,0.23443604,6.459122181,0.069437522
audio-only,speech,surprised,normal,Kids are talking by the door,1st,10,F,1,2,48000,2,3237,155355,,17021,-27.001963,131.1765,-709.0406,186.22578,6125.005035,2760.586438,660.062315,12500.63658,-1.2968188,-0.170645758,0.5392771,0.31902382,0.00018644,1,-1.250901639,-0.161651531,-3.27E-07,0.017215868,-0.13696289,0.12347412,9.63829936,-0.04593061
audio-only,speech,surprised,normal,Kids are talking by the door,1st,,F,1,2,48000,2,3237,155356,-39.06314141,10233,-33.42767,144.02516,-765.49506,215.10007,6422.180932,3811.368243,0,12067.03461,-1.533460826,-0.204367353,0.5341551,0.33463168,0,1,-1.27757004,-0.28336429,1.25E-07,0.011141262,-0.08532715,0.09262085,11.35382941,0.148543873
audio-only,song,happy,strong,Dogs are sitting by the door,2nd,12,F,1,2,48000,2,4338,208208,,18040,-30.261728,114.63173,-657.74384,156.42694,4714.479106,3120.085615,0,12869.62811,-0.472803848,0.788340107,0.36864975,0.3359155,0,1,-1.018791711,0.580956315,1.90E-06,0.040916536,-0.2951355,0.33117676,6.218098802,0.396736108
audio-only,speech,fearful,normal,Dogs are sitting by the door,2nd,6,F,1,2,48000,2,3504,168168,-45.80281306,15519,-34.29631,153.14749,-845.46295,208.8375,6205.692553,3380.892128,1342.492422,11999.62644,-1.410253574,-0.008309548,0.5101757,0.32567933,0.000545825,1,-1.350342974,-0.052972716,7.43E-07,0.005127521,-0.0435791,0.04019165,7.839273654,0.117453376
audio-only,speech,angry,normal,Dogs are sitting by the door,1st,12,F,1,2,48000,2,3737,179380,,16158,-31.249655,150.15627,-822.66754,207.44235,6567.915017,3781.528376,990.6747689,13307.40481,-1.536257458,-0.168192661,0.53630555,0.3136629,0.001273451,1,-1.197433342,-0.157688141,-4.89E-07,0.007240879,-0.058044434,0.05682373,8.576675972,-0.321591205
audio-only,speech,neutral,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3570,171371,,12048,-32.377125,150.93246,-794.2108,221.23181,4880.382647,3954.875772,0,12007.56135,-1.640893798,0.175431513,0.41778898,0.35803872,0,1,-1.412462286,0.263728911,7.32E-08,0.007373024,-0.054901123,0.068847656,10.18205693,0.329193362
audio-only,speech,calm,normal,Dogs are sitting by the door,1st,2,F,1,2,48000,2,3837,184184,-44.20197131,11589,-33.968555,156.75816,-850.6795,203.70773,4359.203601,3910.505726,0,12000.00022,-1.45348866,0.423100181,0.38670003,0.35706937,0,1,-1.35182657,0.379981974,-5.17E-07,0.00617861,-0.047302246,0.06427002,11.79617766,0.135411842
audio-only,song,sad,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,5372,257857,-36.95993964,12813,-34.87101,137.65036,-762.6888,177.30435,5009.04211,3981.829979,0,12009.40572,-1.44831669,0.509381237,0.3822748,0.3688342,0,1,-1.385881422,0.421181564,2.56E-06,0.014198512,-0.13354492,0.1352539,10.02208813,0.034312586
audio-only,song,sad,strong,Dogs are sitting by the door,2nd,16,F,1,2,48000,2,4838,232232,-36.22598836,14431,-33.708454,134.07437,-752.402,158.18,5078.99441,3560.635528,0,12000.00779,-1.469604003,0.400881379,0.38267797,0.35121337,0,1,-1.244694063,0.441113131,-2.78E-07,0.015447324,-0.07699585,0.0831604,2.415743607,-0.032881355
audio-only,speech,neutral,normal,Dogs are sitting by the door,2nd,2,F,1,2,48000,2,3604,172972,-41.42810278,12237,-33.066334,150.58607,-809.5782,214.67368,5933.923042,4065.914603,0,12007.63101,-1.621146824,-0.027811926,0.48780745,0.34450924,0,1,-1.408241957,-0.046904926,-4.36E-07,0.008513574,-0.0836792,0.090026855,16.61025507,0.252352126
audio-only,speech,calm,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3804,182582,-45.49801373,10717,-33.375793,156.11632,-828.5216,200.14954,5635.210294,4062.592496,0,12213.37008,-1.550268534,0.125689874,0.4549889,0.35159335,0,1,-1.451856107,0.10281107,-4.16E-08,0.00532038,-0.03942871,0.05114746,12.7614185,0.493218002
audio-only,song,sad,strong,Kids are talking by the door,1st,,F,1,2,48000,2,4471,214615,,17129,-34.526672,140.34663,-799.54535,196.49377,4863.99744,2975.53059,0,11981.1926,-0.774626146,0.437420734,0.37694082,0.3390846,0,1,-1.108716743,0.497751651,8.49E-07,0.008368254,-0.060760498,0.061706543,7.928937648,-0.035632368
audio-only,speech,calm,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,3570,171371,,8263,-39.595276,181.10008,-973.14923,159.64453,6284.919319,4236.128091,0,14007.90198,-1.467601786,-0.006014275,0.4864378,0.36825877,0,1,-1.554003907,-0.079822071,-1.23E-06,0.001590691,-0.011291504,0.012542725,9.818475983,-0.016575268
audio-only,speech,neutral,normal,Kids are talking by the door,1st,14,F,1,2,48000,2,3470,166566,-53.91811999,8245,-37.459217,176.60582,-934.7196,169.26605,5234.101123,4115.059219,0,12004.59588,-1.468079628,0.180679309,0.41089576,0.36982775,0,1,-1.515980516,0.242584848,5.43E-07,0.00203293,-0.01940918,0.018859863,14.55736487,0.328123101
audio-only,,happy,strong,Kids are talking by the door,1st,,F,1,2,48000,2,4972,238638,-22.93954193,20201,-25.005676,97.596275,-592.343,172.47864,4231.760108,2495.368351,1023.043578,10581.33248,-0.774928203,0.746149552,0.37293038,0.33954996,0.00020772,1,-1.061695264,0.576241551,-0.000190745,0.07131566,-0.48486328,0.4809265,5.234514636,0.182975703
audio-only,speech,surprised,normal,Dogs are sitting by the door,2nd,6,F,1,2,48000,2,3136,150550,-47.83196588,11365,-33.635113,160.38359,-866.96716,228.50952,5971.026551,3385.803524,0,12068.86404,-1.232498747,0.038726763,0.49690813,0.3389824,0,1,-1.405644076,-0.016351713,-8.15E-07,0.004068056,-0.03579712,0.02734375,7.334747776,0.052452705
audio-only,speech,fearful,normal,Kids are talking by the door,1st,4,F,1,2,48000,2,3303,158558,-36.63005608,12826,-31.945347,133.99454,-725.904,190.67749,4772.58016,3494.92511,0,11479.79571,-1.310350802,0.142366171,0.38471583,0.3460061,0,1,-1.263935953,0.37693581,1.23E-07,0.01474411,-0.1288147,0.13595581,11.4694179,-0.209924692
audio-only,speech,angry,normal,Kids are talking by the door,2nd,10,F,1,2,48000,2,4004,192192,-30.93000508,19848,-24.94403,118.73254,-678.7667,231.97731,4546.370454,2866.025448,894.1386025,10191.39542,-1.336663218,0.411597833,0.46600473,0.31535298,0.000616585,1,-1.152982264,0.226932823,1.10E-06,0.028421674,-0.17047119,0.2052002,7.846522041,0.324313666
audio-only,speech,fearful,normal,Kids are talking by the door,1st,,F,1,2,48000,2,3403,163364,-34.9956276,13467,-26.721796,131.421,-730.7651,198.69687,4454.894058,2182.637301,1005.675924,9875.011728,-0.169159481,0.734064825,0.4449151,0.31521362,0.00023767,1,-1.108067466,0.350974948,1.01E-06,0.017813673,-0.118621826,0.11642456,9.272644636,0.458383692
audio-only,speech,angry,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,3604,172973,-34.70265246,10905,-29.394814,128.39108,-682.1163,206.3827,4781.4308,3880.212765,0,12000.00003,-1.445738573,0.267744468,0.38664326,0.36083782,0,1,-1.412765089,0.347681401,3.79E-08,0.01842945,-0.16784668,0.21749878,16.46557596,0.178128178
audio-only,speech,surprised,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3604,172973,,15717,-32.37564,144.94666,-794.4473,213.18701,6216.463606,3386.168843,859.4957987,12038.70762,-1.445336323,-0.125892545,0.49689886,0.30987453,0.000524691,1,-1.117320568,0.004987891,-3.60E-07,0.01097866,-0.098480225,0.08886719,7.671524753,-0.272799753
audio-only,song,happy,strong,Kids are talking by the door,1st,,F,1,2,48000,2,4271,205005,,14331,-27.45316,108.95277,-607.03284,142.14111,4111.802121,3081.193252,0,12000,-0.776391118,0.532037519,0.34429497,0.34438962,0,1,-1.033501683,0.625574679,-2.42E-05,0.034374572,-0.33639526,0.31478882,13.44629374,-0.076152653
audio-only,speech,surprised,strong,Kids are talking by the door,2nd,,F,1,2,48000,2,3737,179379,-35.20675337,16169,-28.768127,129.39697,-727.0808,190.72217,5951.062117,3397.186741,876.5577043,12084.79741,-1.377476802,0.24067614,0.48729077,0.3326609,0.00014251,1,-1.338767221,0.028269335,-5.30E-06,0.017389165,-0.15170288,0.1737976,9.38905237,-0.049241504
audio-only,song,happy,normal,Dogs are sitting by the door,1st,4,F,1,2,48000,2,4371,209810,,17289,-31.046194,119.54268,-686.004,162.4021,4503.366535,3453.318756,0,12401.55717,-0.784169824,0.625424843,0.34005067,0.33940938,0,1,-0.924609106,0.687984875,-2.43E-07,0.037631173,-0.2769165,0.27774048,6.517925183,-0.108096981
audio-only,speech,fearful,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,3804,182582,-27.30001051,17405,-26.400831,110.724396,-625.20294,178.71286,4824.653186,2672.235085,988.4420671,10711.91589,-1.091477409,0.541379218,0.39781773,0.3318321,4.69E-05,1,-1.070118862,0.505918509,3.84E-07,0.043155067,-0.2789917,0.37329102,8.218917748,0.546228216
audio-only,speech,angry,strong,Dogs are sitting by the door,2nd,4,F,1,2,48000,2,3837,184184,,19631,-28.100876,112.685074,-640.51355,166.7038,6188.320835,3623.092872,0,12000.00025,-1.241938012,0.0421416,0.44171545,0.3513886,0,1,-1.413574234,0.216509766,-1.53E-07,0.045048643,-0.5432129,0.59854126,15.47092056,-0.067248859
audio-only,speech,fearful,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,3604,172973,-24.7110991,14601,-25.461573,107.18452,-594.33435,153.89053,4440.944951,3399.480097,0,11193.82348,-1.014706513,0.357918921,0.36553276,0.3513891,0,1,-1.240496213,0.455248951,2.37E-07,0.05814627,-0.4918213,0.49609375,12.69673834,-0.051403659
